Country,Website,Publisher Name,Twitter Handle,Twitter Followers,FB Handle,FB Followers,Instagram Handle,Instagram Followers,Youtube Handle,Youtube Subscribers,Logo Image,Primary Colour,Secondary Colour,Language
Italy,iltempo.it,IL TEMPO,@tempoweb,67.4K,@iltempoquotidiano,"61,722",@thedailytime,"3,493",NaN,NaN,https://scontent.flos1-1.fna.fbcdn.net/v/t1.0-9/10898107_755898897826989_2618839238588890009_n.png?_nc_cat=103&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeGI2ikMmDuGsQs5GK7iY_7s1NscU2DNOVnU2xxTYM05WVQhtMBA9L1vy9_0tDdKeTUeflk5ifIv4j7Dt04rsWCz&_nc_ohc=RNJNmAV76FEAX8WJLrm&_nc_ht=scontent.flos1-1.fna&oh=b3d7092949132670d060b6a8b6be5bd7&oe=5FD1297E,#0A6FBD,#ffffff,Italian
Italy,italiaoggi.it,Italia Oggi,@italiaoggi,46.7K,@italiaoggi,"47,514",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/976045727066574848/qy00cQyN_400x400.jpg,#418E3C,#ffffff,Italian
Italy,https://www.ilgazzettino.it,Gazzettino,@Gazzettino,67.4K,@Gazzettino,"561,754",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/717640387612033024/Iuz8BVBA_400x400.jpg,#005A84,#ffffff,Italian
Italy,liberoquotidiano.it,Quotidiano Libero,@libero_official,268.4k,@liberonews,"470,532",@liberoquotidiano,56k,@Libero daily news,2.38K,https://pbs.twimg.com/profile_banners/123920914/1422865985/1500x500,#104877,#ffffff,Italian
Italy,ilfoglio.it,Il Foglio,@ilfoglio_it,209.4K,@foglio,"172,757",@foglio,31.2k,@Il Foglio,3.21k,https://pbs.twimg.com/profile_images/869103926762754048/81bNnhZt_400x400.jpg,#000000,#ffffff,Italian
Italy,larena.it,L'Arena,@larenait,14.9K,@larenait,"222,137",@larenadiverona,27.9K,NaN,NaN,https://pbs.twimg.com/profile_images/1322171901825921026/MMPlgT4p_400x400.jpg,#073E7C,#ffffff,Italian
Italy,unionesarda.it,L'Unione Sarda,@unionesarda,24.6k,@unionesarda,"436,059",@unionesarda,124k,NaN,NaN,https://pbs.twimg.com/profile_images/1095318007654506497/ORewnw_W_400x400.jpg,#074D7A,#ffffff,Italian
Italy,lagazzettadelmezzogiorno.it,Gazzetta del Mezzogiorno,@LaGazzettaWeb,32.1k,@LaGazzettaWeb,"256,146",@lagazzettadelmezzogiorno,17.4k,@OfficialMezzogiorno,347,https://pbs.twimg.com/profile_images/1017068798409617408/Z_ZBs6ta_400x400.jpg,#128BC0,#ffffff,Italian
Italy,ilpiccolo.gelocal.it,Il Piccolo,@il_piccolo,23.4k,@piccoloditrieste  ,"147,827",il_piccolo_trieste,19.7k,@Il Piccolo,4.38k,https://pbs.twimg.com/profile_images/606815495266934784/Pa3MU6I__400x400.png,#4297B5,#ffffff,Italian
Italy,ilsecoloxix.it,Il Secolo XIX,@ilSecoloXIX,58.2k,@ilSecoloXIX,"254,202",@ilSecoloXIX,52.1k,@ilSecoloXIX,3.94k,https://pbs.twimg.com/profile_images/458885971371491328/aJUNUhu9_400x400.jpeg,#275273,#ffffff,Italian
Italy,ilmanifesto.it,il manifesto,@ilmanifesto,174k,@ilmanifesto,"369,304",@ilmanifesto,68.3k,@ilmanifesto,1.65k,https://pbs.twimg.com/profile_images/1254815732933820416/rR9W3_ne_400x400.jpg,#000000,#ffffff,Italian
Italy,lanazione.it,La Nazione,@@qn_lanazione,56.3k,@LaNazione,"205,447",@lanazione,16.4K,NaN,NaN,https://pbs.twimg.com/profile_images/523206014955302912/zs_90jew_400x400.jpeg,#318ADC,#ffffff,Italian
Italy,avvenire.it,Avvenire,"@Avvenire_Nei",84.2k,@Avvenire,"190,485",@Avvenire,37.5k,NaN,NaN,https://pbs.twimg.com/profile_images/424473067897626624/66Y1Ma3Y_400x400.jpeg,#004A94,#ffffff,Italian
Italy,lanuovasardegna.it,La Nuova Sardegna,@lanuovasardegna,35.4k,@lanuovasardegna ,"355,460",@lanuovasardegna ,217k,NaN,NaN,https://pbs.twimg.com/profile_images/606819128318566400/Ze74XRU0_400x400.png,#4297B5,#ffffff,Italian
Italy,ilmattino.it,Il Mattino,@mattinodinapoli,262.4k,@ilmattino.it  ,"1,432,888",@ilmattino.it  ,75.8k,@ilmattino.it  ,21.6k,https://pbs.twimg.com/profile_images/378800000633463535/99ec45d79e7d0d375d33bfe640cd35d6_400x400.jpeg,#000000,#ffffff,Italian
Italy,corriereadriatico.it,Corriere Adriatico,"@CorriereAdriati","6,860","@CorriereAdriati","120,827",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/3220744947/3cd8e57c1babec99241ad00e3309fb4b_400x400.png,#000000,#ffffff,Italian
Italy,https://messaggeroveneto.gelocal.it,messaggeroveneto,"@messveneto",20.9k,@messaggeroveneto,"152,285",@messaggeroveneto,13.5K,@messaggeroveneto,3.5k,https://pbs.twimg.com/profile_images/606820384793624576/is1ND6k8_400x400.png,#4297B5,#ffffff,Italian
Italy,https://www.lasicilia.it,"La Sicilia","@lasiciliait","9,094","@lasiciliait","133,889","@lasiciliait",19.8k,"@lasiciliait",12.1k,https://scontent.flos1-1.fna.fbcdn.net/v/t1.0-9/13315748_831990416906530_4465304895478064220_n.jpg?_nc_cat=109&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeGM_hPA9ycPIcWehJaZs61ER8QsDERsdU5HxCwMRGx1TntNVrxE_IxOiQNfFmTrudpph0zPBpvz-OT28CzrTiHH&_nc_ohc=E5XKcrkqj00AX-aKwRg&_nc_ht=scontent.flos1-1.fna&oh=06f8e42ecae0f04f47f06adba8bd7d44&oe=5FD4EB16,#000000,#ffffff,Italian
Italy,https://iltirreno.gelocal.it,"Il Tirreno","@iltirreno",77.1k,"@iltirreno","398,503","@iltirreno",46.3k,NaN,NaN,https://pbs.twimg.com/profile_images/950290221391908865/O26Br5a__400x400.jpg,#4297B5,#ffffff,Italian
Italy,https://laprovinciapavese.gelocal.it/pavia,"La Provincia Pavese","@provinciapavese",11.3k,@laprovinciapavese,"112,257",@laprovinciapavese,15k,@laprovinciapavese,1.56k,https://pbs.twimg.com/profile_images/606819466706620417/bWrb7UWg_400x400.png,#4297B5,#ffffff,Italian
Bangladesh,https://en.prothomalo.com,"Prothom Alo","@Prothom Alo",1.6M,"@Prothom Alo","392,374","@Prothom Alo",447k,"@Prothom Alo",2.34m,https://pbs.twimg.com/profile_images/1164556759819665412/r6HnAUCZ_400x400.jpg,#000000,#ffffff,Bangla
Bangladesh,bd24live.com,"bd24live
","@bd24live
",125.9k,"@bd24live
","7,231,410",NaN,NaN,"@bd24live
",14.5k,https://pbs.twimg.com/profile_images/787571904982888448/48bvydqa_400x400.jpg,#B50301,#ffffff,Bangla
Bangladesh,thdailystar.net,"The Daily Star","@dailystarnews
",837k,"@dailystarnews
","3,366,096","@dailystarnews
",62.2k,"@dailystarnews
",296k,https://pbs.twimg.com/profile_images/1206435488019537920/hbxyXYM7_400x400.jpg,#000000,#ffffff,English/Bangla
Bangladesh,bdnews24.com,bdnews24,@bdnews24com,345.7k,@bdnews24com,"9,341,041",@bdnews24com,96.9k,@bdnews24com,100k,https://pbs.twimg.com/profile_images/576011960216481792/LvEN7N3__400x400.png,#000000,#ffffff,English
Bangladesh,"banglanews24.com
",Banglanews24,"@banglanews24com",619.9k,"@banglanews24com","4,299,714","@banglanews24com",18.4k,NaN,NaN,https://pbs.twimg.com/profile_images/1295730043990106112/ST4HGrap_400x400.jpg,#000000,#ffffff,Bangala/English
Bangladesh,Jugantor.com,"The Daily Jugantor
","@DailyJugantor",91.6k,"@DailyJugantor","6,765,961","@DailyJugantor",146,"@DailyJugantor",415,https://pbs.twimg.com/profile_images/1234820836902572032/3I_rPv1j_400x400.jpg,#000000,#ffffff,Bangla/English
Bangladesh,ittefaq.com.bd,"DAILY ITTEFAQ","@dailyittefaq
",343.9K,"@dailyittefaq
","2,868,274","@dailyittefaq
",53.2K,"@dailyittefaq
",2.18k,https://pbs.twimg.com/profile_images/2853390587/d092b0693d1402a0a4b702a3f23ac23c_400x400.jpeg,#000000,#ffffff,Bangla
Bangladesh,banglatribune.com,"Bangla Tribune","@banglatribune",68.7k,"@banglatribune","3,777,515","@banglatribuneonline
",11.6k,"@banglatribune",35.4k,https://pbs.twimg.com/profile_images/1264534220573007873/yfuaUDTo_400x400.jpg,#000000,#ffffff,Bangla
Bangladesh,risingbdnews.com,Risingbd,@risingbdnews,"2,301",@risingbd24com,"1,761,294",@risingbd24com,860,@risingbd24com,9.27k,https://pbs.twimg.com/profile_images/3774904280/d992fa92b333f48178425d366ec3a1fa_400x400.jpeg,#000000,#ffffff,Bangla
Bangladesh,"dhakatimes24.com
",Dhaka Times24,"@DhakaTimes",95.6k,"@DhakaTimes24
","1,145,347","@DhakaTimes","5,123","@DhakaTimes24
",713,https://pbs.twimg.com/profile_images/1226775667368329216/dJcSJE_F_400x400.jpg,#000000,#ffffff,Bangla
Egypt,youm7.com,Youm7,"@youm7",9.6M,"@youm7","20,016,229","@youm7",8.2m,"@videoyoum7
",3.44m,https://pbs.twimg.com/profile_images/1176600313031200770/3Qt-Zrhp_400x400.jpg,#EC5D63,#ffffff,Arabic/English
Egypt,https://www.elbalad.news/,Elbalad,"@ElBaladOfficial",690.2k,"@ElBaladOfficial","6,677,854","@ElBaladOfficial",817k,"@ElBaladOfficial",916k,https://pbs.twimg.com/profile_images/1278358615234150401/axrxemiP_400x400.jpg,#000000,#ffffff,Arabic/English
Egypt,almasryalyoum.com,"Al MasryAlYoum
","@AlMasryAlYoum",4.2m,"@AlMasryAlYoum","11,574,549","@AlMasryAlYoum",1.7m,"@AlMasryAlYoum",1.2m,https://pbs.twimg.com/profile_images/1297855839160729600/dDM_80ZR_400x400.jpg,#C60001,#ffffff,Arabic/English
Egypt,https://www.albawabhnews.com/,"AlBawaba News
","@AlBawabaNews",168.3k,"@AlBawaba
","1,322,816",@albawaba_eg,"5,030","@AlBawaba
",548,https://pbs.twimg.com/profile_images/952607430038446081/fxDUtBIK_400x400.jpg,#1D2B6F,#ffffff,Arabic
Egypt,https://www.dostor.org/,ElDostor Egypt,"@ElDostorEgypt",178.3k,"@ElDostorEgypt","3,717,201","@ElDostorEgypt",230k,NaN,NaN,https://pbs.twimg.com/profile_images/881401647926198272/BKfG0eXZ_400x400.jpg,#0F7999,#ffffff,Arabic
Egypt,vetogate.com,Vetogate,"@Vetogate",107.1k,"@Vetogate","4,661,133","@Vetogate",485k,"@Vetogateofficial
",404K,https://pbs.twimg.com/profile_images/1233323141298098176/-OV8QspH_400x400.jpg,#6950A2,#ffffff,Arabic
Egypt,"elwatannews.com
","Elwatan News
","@ElwatanNews",3.5m,"@ElwatanNews","13,830,233",@elwatan_news,838k,"@ElwatanNews",1.31m,https://pbs.twimg.com/profile_images/1033641079499907072/eoGBzoXW_400x400.jpg,#000000,#ffffff,Arabic
Egypt,https://alwafd.news/,Alwafdportal,"@alwafdportal",131..8k,"@alwafdportal","2,265,196","@alwafdportal",848,"@alwafdportal",402k,https://pbs.twimg.com/profile_images/903226207591911424/dRwyQDgo_400x400.jpg,#1B8940,#ffffff,Arabic
Egypt,"elmogaz.com
",El mogaz ,"@elmogaznews",34k,"@elmogaznews","1,561,909","@elmogaznews",23,Al Moujaz Newspaper,939,https://pbs.twimg.com/profile_images/706148583129686017/AkA-mEvt_400x400.jpg,#D4161C,#ffffff,Arabic
Egypt,https://masralarabia.net/,Masralarabia,"@masralarabia",136.7k,@masralarabiaofficial,"1,479,420",NaN,NaN,@masralarabiaofficial,461k,https://pbs.twimg.com/profile_images/739775541906186240/Xg6_tFHK_400x400.jpg,#1C3B4F,#ffffff,Arabic
Egypt,https://www.washwasha.org/,Wash Washa,"@washwasha
",28.2k,"@washwasha
","1,080,929","@washwasha
",236k,"@washwasha
",447k,https://pbs.twimg.com/profile_images/1308180321737859074/TJTA7qBg_400x400.jpg,#B51B20,#ffffff,Arabic
Egypt,"akhbarak.net
","Akhbarak
","@akhbarak",416.7k,"@akhbarak","12,263,686","@akhbarak",1.9m,NaN,NaN,https://pbs.twimg.com/profile_images/1247842208213897216/LKG0crVY_400x400.png,#BD262B,#ffffff,Arabic
Egypt,http://www.ahram.org.eg/,"AlAhram Gate
","@AlAhramGate",143.8k,"@AlAhramGate","683,263","@AlAhramGate",383k,"@AlAhramGate",25.7k,https://pbs.twimg.com/profile_images/944931919564853248/u-FcfEXy_400x400.jpg,#A91717,#ffffff,Arabic
Egypt,almesryoon.com,Al Mesryoon,"@almesryoonnews",51.1k,"@almesryoonnews","246,527",NaN,NaN,"@almesryoonnews",27.3k,https://pbs.twimg.com/profile_images/2189908433/_________400x400.jpg,#0066CC,#ffffff,Arabic
Egypt,"akhbarelyom.com
","Akhbarelyom
","@akhbarelyom",285.8k,"@akhbarelyom","4,905,906","@akhbarelyom",187k,"@akhbarelyomtv
",691k,https://pbs.twimg.com/profile_images/1316888483823120385/oSvXx0Gl_400x400.jpg,#2D8CFF,#ffffff,Arabic
Egypt,"tahrirnews.com
",Tahrir News,"@TahrirNews",3.4m,"@TahrirNews","3,137,715",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/1048927203268993024/PXVUUqpW_400x400.jpg,#000000,#ffffff,Arabic
Egypt,"shorouknews.com
","Shorouk News","@Shorouk_News
",4.2m,"@ShoroukNews
","5,504,016","@ShoroukNews
","2,933","@ShoroukNews
",654,https://pbs.twimg.com/profile_images/1092870993/shorouk-logo-3_400x400.png,#90CAF9,#ffffff,Arabic
Egypt,dotmsr.com,Dotmsr,"@Dotmsr",185.7k,@VideoYoum7,"7,946,344","@Dotmsr",15k,"@Dotmsr",466k,https://pbs.twimg.com/profile_images/1176598751936438273/re_m7q4A_400x400.jpg,#000000,#ffffff,Arabic
Egypt,kingfut.com,KingFut,"@King_Fut",114k,@kingfutcom,"118,666",@kingfutcom,35.9k,@kingfutcom,4.49k,https://pbs.twimg.com/profile_images/935152381402103811/S9owR0gp_400x400.jpg,#000000,#ffffff,English
Egypt,egypttoday.com,"Egypt Today Magazine",@egypttodaymag,24.9K,@egypttodaymag,"63,439",@egypttodaymag,19.2k,NaN,NaN,https://pbs.twimg.com/profile_images/962710278822662150/zM3dLzfy_400x400.jpg,#CC071E,#ffffff,Arabic
Egypt,dailinewsegypt.com,Daily News Egypt,"@DailyNewsEgypt",276.8k,"@DailyNewsEgypt","400,683",NaN,NaN,"@DailyNewsEgypt",10.4k,https://pbs.twimg.com/profile_images/1221385654375997440/pIHE7-fs_400x400.jpg,#000000,#ffffff,English
Egypt,egyptindependent.com,Egypt Independent,@egyptindependent,676.9k,@egyptindependent,"199,572",NaN,NaN,@egyptindependent,1.39k,https://pbs.twimg.com/profile_images/2518467674/c8dkhksgspf9jmztqgt4_400x400.jpeg,#C4161C,#ffffff,English
Egypt,https://egyptianstreets.com/,Egyptian Street,@egyptianstreet,37.2k,@egyptianstreet,"371,874",@egyptianstreet,32.8k,@egyptianstreet,482,https://pbs.twimg.com/profile_images/1308074926914433031/X-ubc-3G_400x400.jpg,#7F2417,#ffffff,English
Egypt,nilesports.com,Nile Sports,@nilesports,18.5k,@nilesports,22k,@nilesports,53,@nilesports,982,https://pbs.twimg.com/profile_images/1264362550386450432/3fKvaS9w_400x400.jpg,#000000,#ffffff,English
Egypt,egyptoil-gas.com,Egypt  Oil and Gas,@egyptoilandgas,"1,762",@egyptoilandgas,"19,561",@egyptoilandgas,"1,470",@egyptoilandgas,160,https://pbs.twimg.com/profile_images/973490962658979840/6f073nv3_400x400.jpg,#C69C6D,#ffffff,English
Egypt,madamasr.com,Mada Masr,"@MadaMasr",183.2k,"@MadaMasr","292,700","@MadaMasr","8,467","@MadaMasr",60.7k,https://pbs.twimg.com/profile_images/1071749830614106113/coo1H3F4_400x400.jpg,#AAB6B5,#ffffff,English/Arabic
Thailand,thairath.co.th,Thairath News,"@Thairath_News",3.5m,,,,,,,https://pbs.twimg.com/profile_images/1250651909242777600/7irRHGgq_400x400.jpg,#00B400,#ffffff,Thai
Thailand,nationthailand.com,The Nation Thailand,@nationnews,504.5k,,,,,,,https://pbs.twimg.com/profile_images/1154197502016409600/dOjfsMxj_400x400.jpg,#12509A,#ffffff,English
Thailand,dailynews.co.th,Daily News Online,"@DailynewsTwit",490.9k,,,,,,,https://pbs.twimg.com/profile_images/1168026556687474689/vQr7K04G_400x400.jpg,#EB008A,#ffffff,Thai
Thailand,khaosod.co.th,Khao Sod,"@KhaosodOnline",261.5k,,,,,,,https://pbs.twimg.com/profile_images/1131419644810616833/iNFvtx9I_400x400.png,#BE070E,#ffffff,Thai
Thailand,posttoday.com,Post Today,"@PostToday
",249.7K,,,,,,,https://pbs.twimg.com/profile_images/1295942958848413697/8u3mr96f_400x400.jpg,#EB2027,#ffffff,Thai
Thailand,komchadluek.net,Komchadluek,"@Kom_chad_luek",354k,,,,,,,https://pbs.twimg.com/profile_images/1153237897681629185/FbveyPLe_400x400.png,#BD1C2C,#ffffff,Thai
Thailand,thaipost.net,Thai Post,@thaipost,221.1k,,,,,,,https://pbs.twimg.com/profile_images/926807431320973313/O9zHRcSO_400x400.jpg,#151948,#ffffff,Thai
Thailand,naewna.com,Naewna_News,@naewna_news,"1,538",,,,,,,https://pbs.twimg.com/profile_images/1215564787024719872/YW-bJZXC_400x400.jpg,#CC0001,#ffffff,Thai
Thailand,prachachat.net,Prachachat,"@prachachat",260.1k,,,,,,,https://pbs.twimg.com/profile_images/1090145273005756417/gavo6sEP_400x400.jpg,#11A2DF,#ffffff,Thai
Thailand,bangkokpost.com,Bangkok Post,"@BangkokPostNews",171.1k,,,,,,,https://pbs.twimg.com/profile_images/1306147118441050112/9w10mPR1_400x400.jpg,#132F65,#ffffff,Thai
Netherland,nu.nl,NU nl,"@NUnl",1.5m,,,,,,,https://pbs.twimg.com/profile_images/1156489079250440193/GdjFOHoV_400x400.jpg,#000000,#ffffff,Dutch
Netherland,telegraaf.nl,De Telegraaf,@detelegraaf,626.2k,,,,,,,https://pbs.twimg.com/profile_images/739763105996111872/bXv-uriR_400x400.jpg,#000000,#ffffff,Dutch/English
Netherland,nos.nl,NOS,@nos,1.1m,,,,,,,https://pbs.twimg.com/profile_images/1178582393634066437/6H6D2tG5_400x400.jpg,#E61E14,#ffffff,Dutch
Netherland,ad.nl,AD nl,@adnl,379.5k,,,,,,,https://pbs.twimg.com/profile_images/1243979228749627392/0BLy6yzi_400x400.jpg,#D10A10,#ffffff,Dutch
Netherland,"volkskrant.nl
","De volkskrant
","@volkskrant",766k,,,,,,,https://pbs.twimg.com/profile_images/914826679528361984/3F6_hd7T_400x400.jpg,#000000,#ffffff,Dutch
Netherland,nrc.nl,NRC,@nrc,605.1k,,,,,,,https://pbs.twimg.com/profile_images/560069298832437248/fpA1VLv8_400x400.jpeg,#000000,#ffffff,Dutch
Netherland,rtlnieuws.nl,RTL Nieuws,"@RTLnieuws",471.4k,,,,,,,https://pbs.twimg.com/profile_images/948470929163800576/8yYXeZbK_400x400.jpg,#35A7D7,#ffffff,Dutch
Netherland,parool.nl,"Het Parool",@parrol,357.1k,,,,,,,https://pbs.twimg.com/profile_images/894435697414856704/YHj1ykuN_400x400.jpg,#000000,#ffffff,Dutch
Netherland,trouw.nl,Trouw,"@trouw",147.4k,,,,,,,https://pbs.twimg.com/profile_images/1080429016803356672/GbOe2pNB_400x400.jpg,#000000,#ffffff,Dutch
Netherland,https://www.metronieuws.nl/,Metro,@metro,53k,,,,,,,https://pbs.twimg.com/profile_images/1036906341535817728/Suzloh8f_400x400.jpg,#34C600,#ffffff,Dutch
Nepal,https://thehimalayantimes.com/,"The Himalayan Times",@thehimalayan,121.3k,,,,,,,https://pbs.twimg.com/profile_images/378800000742583092/7830e5564d64a8cf925015e7b4f85169_400x400.jpeg,#000000,#ffffff,English
Nepal,http://annapurnapost.com/,Annapurna Post,"@Annapurna_Post",901.9k,,,,,,,https://pbs.twimg.com/profile_images/933261621895380992/LgNJbB6i_400x400.jpg,#0684C7,#ffffff,Nepali/English
Nepal,nepalitimes.com,Nepali Times,@nepalitimes,373.4k,,,,,,,https://pbs.twimg.com/profile_banners/74679662/1588472569/1500x500,#DE1B21,#ffffff,Nepali/English
Nepal,"kathmandupost.com
",The Kathmandu Post,"@kathmandupost",493.9k,,,,,,,https://pbs.twimg.com/profile_images/1151299264590409728/V5E41IkO_400x400.jpg,#000000,#ffffff,English
Nepal,https://gorkhapatraonline.com,GorkhapatraOnline,@gorkhapatraa,714,,,,,,,https://pbs.twimg.com/profile_images/1101851490786914304/-nM5wV89_400x400.jpg,#0E5DAE,#ffffff,Nepali
Nepal,https://rajdhanidaily.com/,Rajdhanidaily,"@RajdhaniO",66,,,,,,,https://pbs.twimg.com/profile_images/1234388692363431937/AXI1rInJ_400x400.jpg,#000000,#ffffff,Nepali
Nepal,ratopati.com,RatoPati,@Rato_Pati,349.2k,,,,,,,https://pbs.twimg.com/profile_images/466445874193649664/N7ayPLj6_400x400.jpeg,#D11616,#ffffff,Nepali
Nepal,himalkhabar.com,"Himal Khabar
",@Himal_Khabar,314.4k,,,,,,,https://pbs.twimg.com/profile_images/1184373607457157121/w4tconwx_400x400.jpg,#000000,#ffffff,Nepali
Nepal,https://www.abhiyandaily.com/,"Aarthik Abhiyan
","@aarthik_abhiyan",36.4k,,,,,,,https://pbs.twimg.com/profile_images/796605320034295808/5vF9Dz6g_400x400.jpg,#159948,#ffffff,Nepali
Nepal,https://nepalnews.com/,NepalNews,@nepalnews_com,"8,137",,,,,,,https://pbs.twimg.com/profile_images/1133587640446586881/_CgbNBeo_400x400.png,#000000,#ffffff,Nepali
South Africa,news24.com,News24,@news24,3.7m,,,,,,,https://pbs.twimg.com/profile_images/1268128290839113728/PnqkTvFi_400x400.jpg,#DD1F26,#ffffff,English
South Africa,times.co.za,Times lives,@timeslive,1.4m,,,,,,,https://pbs.twimg.com/profile_images/874929431617425410/yGiBbhuC_400x400.jpg,#D2683A,#ffffff,English
South Africa,iol.co.za,IOL news,@IOL,458.6k,,,,,,,https://pbs.twimg.com/profile_images/1007215279431184384/APoRSyRF_400x400.jpg,#000000,#ffffff,English
South Africa,ewn.co.za,Eyewitness News,@ewnupdates,1.2m,,,,,,,https://pbs.twimg.com/profile_images/528193258321498112/7LRNhYBc_400x400.png,#000000,#ffffff,English
South Africa,sowetanlive.co.za,Sowetan LIVE,@SowetanLIVE,957k,,,,,,,https://pbs.twimg.com/profile_images/840946985297420289/S_kxeJq4_400x400.jpg,#DE2F20,#ffffff,English
South Africa,enca.com,eNCA,@eNCA,2.5m,,,,,,,https://pbs.twimg.com/profile_images/1321005508367683584/PC-OfUfp_400x400.jpg,#D13737,#ffffff,English
South Africa,mg.co.za,Mail & Guardian,@mailandguardian,1m,,,,,,,https://pbs.twimg.com/profile_images/1274822342104027138/rjY2hXvt_400x400.jpg,#000000,#ffffff,English
South Africa,dailysun.co.za,Daily Sun,@dailysunsa,120k,,,,,,,https://pbs.twimg.com/profile_images/658955309130473473/f2Lx3Fax_400x400.jpg,#E01423,#ffffff,English
South Africa,citizen.co.za,The Citizen News,@TheCitizen_News,160.3k,,,,,,,https://pbs.twimg.com/profile_images/890145011173601280/aXZOvoq9_400x400.jpg,#E3001B,#ffffff,English
South Africa,dispatchlive.co.za,Dispatch live,@Dispatch_DD,70.2k,,,,,,,https://pbs.twimg.com/profile_images/1001096401198215168/ZDFWx3mI_400x400.jpg,#0E64AB,#ffffff,English
Poland,wyborcza.pl,Wyborcza,@gazeta_wyborcza,786.5k,,,,,,,https://pbs.twimg.com/profile_images/1311634323896971268/6f-Qxbev_400x400.jpg,#FC4631,#ffffff,Polish/english
Poland,fakt.pl,FAKT24.PL,@FAKT24PL,37.9k,,,,,,,https://pbs.twimg.com/profile_images/647108801208918016/kd7kD2fc_400x400.jpg,#000000,#ffffff,Polish/english
Poland,se.pl,super express,@se_pl,16k,,,,,,,https://pbs.twimg.com/profile_images/1001329879126863872/1FsI8xjE_400x400.jpg,#FF444F,#ffffff,Polish/english
Poland,rp.pl,Rzeczpospolita,@rzeczpospolita,216.5k,,,,,,,https://pbs.twimg.com/profile_images/1227935768116633600/y7n7Js0L_400x400.jpg,#000000,#ffffff,Polish/english
Poland,dziennikzachodni.pl,Dziennik Zachodni,@zachodni,10k,,,,,,,https://pbs.twimg.com/profile_images/715889966715371520/TPZuIbL2_400x400.jpg,#EB0000,#ffffff,Polish/english
Poland,https://pomorska.pl/,Gazeta Pomorska,@pomorska,"4,728",,,,,,,https://pbs.twimg.com/profile_images/805886239400460288/9xlibmUf_400x400.jpg,#265AFF,#ffffff,polish/english
Poland,dziennik.pl,Dziennik.pl,@DziennikPL,55.4k,,,,,,,https://pbs.twimg.com/profile_images/906134843964182528/2OYYT2MZ_400x400.jpg,#5AB1DE,#Ffffff,Polish/english
Poland,dziennikwschodni.pl,Dziennik Wschodni,@DziennikLublin,"5,257",,,,,,,https://pbs.twimg.com/profile_images/603444845814816768/XJMmyRd-_400x400.jpg,#D0041D,#ffffff,POlish/english
Poland,gazeta.pl/,Gazeta.pl,@gazetapl_news,600.7k,,,,,,,https://pbs.twimg.com/profile_images/1321332466209218560/52K92tNg_400x400.png,#2E2828,#ffffff,Polish/english
Poland,natemat.pl,naTemat,@natematpl,64.7k,,,,,,,https://pbs.twimg.com/profile_images/1036941067772485633/LmFoa2K2_400x400.jpg,#f45c19,#ffffff,Polish/english
Turkey,https://www.hurriyetdailynews.com/,"Hürriyet Daily News","@HDNER",280.5k,,,,,,,https://pbs.twimg.com/profile_images/2788140404/ab1d88e6f5d1797df747ed709b5873bd_400x400.png,#005098,#ffffff,English
Turkey,dailysabah.com,"DAILY SABAH",@dailysabah,487.1k,,,,,,,https://pbs.twimg.com/profile_images/946490180923461633/kiv6CHb4_400x400.jpg,#000000,#ffffff,English
Turkey,https://www.yenisafak.com/en/,"Yeni Şafak English","@yenisafakEN",22.8k,,,,,,,https://pbs.twimg.com/profile_images/1054288390416408576/4MKAkoce_400x400.jpg,#CB0001,#ffffff,English
Turkey,http://www.agos.com.tr,Agos,"@AGOSgazetesi",204.3k,,,,,,,https://pbs.twimg.com/profile_images/606099864422727680/1hy8N1fQ_400x400.jpg,#000000,#ffffff,Turkish/English
Turkey,https://www.aa.com.tr/en,"Anadolu Agency (ENG)
","@anadoluagency",149k,,,,,,,https://pbs.twimg.com/profile_images/1225744495133761541/pFy84UD8_400x400.jpg,#00447C,#ffffff,English
Turkey,onedio.com,Onedio,@onediocom,678.8k,,,,,,,https://pbs.twimg.com/profile_images/721250137759162369/B2-391z5_400x400.jpg,#000000,#ffffff,Turkish
Turkey,https://www.ensonhaber.com/,ENSONHABER,"@ensonhaber",473.2k,,,,,,,https://pbs.twimg.com/profile_images/1310967434279628802/MkhbHa-l_400x400.jpg,#000000,#ffffff,Turkish
Turkey,https://www.milliyet.com.tr/,Milliyet,"@milliyet",2.6m,,,,,,,https://pbs.twimg.com/profile_images/469459185604653056/5_5B4fyI_400x400.png,#EC1D24,#ffffff,Turkish
Turkey,https://www.sozcu.com.tr/,Sözcü,"@gazetesozcu",2.6m,,,,,,,https://pbs.twimg.com/profile_images/598482594401882113/USVlP7kX_400x400.jpg,#FF4136,#ffffff,Turkish
Turkey,https://www.haberturk.com/,Habertürk,"@Haberturk",4.4m,,,,,,,https://pbs.twimg.com/profile_images/1234192640318595073/l3AhSXz7_400x400.jpg,#C3131C,#ffffff,Turkish
Iraq,https://www.azzaman.com/,"Azzaman
","@azzamannews
",788,,,,,,,https://pbs.twimg.com/profile_images/691340794440105984/7m0TSCeU_400x400.jpg,#003773,#ffffff,Arabic
